CD_CONTRATO_VENDA,CD_PLANO,DT_SUSPENSAO,DT_EXCLUSAO,FG_FATURA_INTERNACAO,CD_PESSOA_EMPRESA,CD_UNIMED,DT_INI_VIGENCIA,CD_TAB_PRECO,CD_CATEG,FG_EXIBE_PESQ_MANUAL,FG_BENEF_CARTAO_UNICO,FG_ENVIA_DADOS_ANS,TP_ACOMOD_INTERN_PADRAO,DT_ADAPTACAO,FG_PLAC,CD_CONTRATANTE_AGRUPADOR,NM_CONTRATANTE_AGRUPADOR,DS_CONVENIO,DS_MOTIVO_SUSP_UN,IND_CO_PARTICIPACAO,TP_REMISSAO,ID_ORIGEM
1641154001,450098049,,,N,641168,164,16/09/2014,6981,,S,S,S,00,,N,1,PRE-PAGAMENTO ,UNIMED ARAXA COOPERATIVA DE TRABALHO MEDICO LTDA,,1,0,14216
1647930175792001,442760032,,,N,480859,164,01/10/2014,6797,,S,S,S,01,,N,1647921,ARAXAPART ESTADUAL,UNIMED ARAXA COOPERATIVA DE TRABALHO MEDICO LTDA,,1,0,14230
1647930165797001,442759039,,,N,641662,164,08/10/2014,6795,,S,S,S,02,,N,1647921,ARAXAPART ESTADUAL,UNIMED ARAXA COOPERATIVA DE TRABALHO MEDICO LTDA,,1,0,14235
1647930175812001,442760032,,,N,641788,164,10/10/2014,6797,,S,S,S,01,,N,1647921,ARAXAPART ESTADUAL,UNIMED ARAXA COOPERATIVA DE TRABALHO MEDICO LTDA,,1,0,14252
1647930175818001,442760032,,,N,490473,164,16/10/2014,6797,,S,S,S,01,,N,1647921,ARAXAPART ESTADUAL,UNIMED ARAXA COOPERATIVA DE TRABALHO MEDICO LTDA,,1,0,14261
1647931175832001,442760032,,,N,642776,164,01/11/2014,6797,,S,S,S,01,,N,1647921,ARAXAPART ESTADUAL,UNIMED ARAXA COOPERATIVA DE TRABALHO MEDICO LTDA,,1,0,14277
1647931175839001,442760032,,,N,448327,164,01/11/2014,6797,,S,S,S,01,,N,1647921,ARAXAPART ESTADUAL,UNIMED ARAXA COOPERATIVA DE TRABALHO MEDICO LTDA,,1,0,14286
1647931165848001,442759039,,,N,643207,164,03/11/2014,6795,,S,S,S,02,,N,1647921,ARAXAPART ESTADUAL,UNIMED ARAXA COOPERATIVA DE TRABALHO MEDICO LTDA,,1,0,14297
1642885001,455753071,,,N,426989,164,01/11/2014,11215,,S,S,S,02,,N,1,PRE-PAGAMENTO ,UNIMED ARAXA COOPERATIVA DE TRABALHO MEDICO LTDA,,1,0,14316
1642893001,455753071,,,N,429371,164,01/12/2014,6985,,S,S,S,02,,N,1,PRE-PAGAMENTO ,UNIMED ARAXA COOPERATIVA DE TRABALHO MEDICO LTDA,,1,0,14335
1642897001,455753071,,,N,429366,164,01/12/2014,6985,,S,S,S,02,,N,1,PRE-PAGAMENTO ,UNIMED ARAXA COOPERATIVA DE TRABALHO MEDICO LTDA,,1,0,14339
1642899003,SETRA-RJ,,,N,645057,164,01/12/2014,13747,,S,S,S,02,,N,1,PRE-PAGAMENTO ,UNIMED ARAXA COOPERATIVA DE TRABALHO MEDICO LTDA,,1,0,14341
1647932165889001,442759039,,,N,477390,164,04/12/2014,6795,,S,S,S,02,,N,1647921,ARAXAPART ESTADUAL,UNIMED ARAXA COOPERATIVA DE TRABALHO MEDICO LTDA,,1,0,14355
1642903001,455804079,,,N,645854,164,05/12/2014,6979,,S,S,S,01,,N,1,PRE-PAGAMENTO ,UNIMED ARAXA COOPERATIVA DE TRABALHO MEDICO LTDA,,1,0,14379
1647932175924001,442760032,,,N,646343,164,16/12/2014,6797,,S,S,S,01,,N,1647921,ARAXAPART ESTADUAL,UNIMED ARAXA COOPERATIVA DE TRABALHO MEDICO LTDA,,1,0,14394
1647921165947001,442759039,,,N,607652,164,06/01/2015,6795,,S,S,S,02,,N,1647921,ARAXAPART ESTADUAL,UNIMED ARAXA COOPERATIVA DE TRABALHO MEDICO LTDA,,1,0,14419
1647921165963001,442759039,,,N,647879,164,15/01/2015,6795,,S,S,S,02,,N,1647921,ARAXAPART ESTADUAL,UNIMED ARAXA COOPERATIVA DE TRABALHO MEDICO LTDA,,1,0,14436
1647922165982001,442759039,,,N,648379,164,01/02/2015,6795,,S,S,S,02,,N,1647921,ARAXAPART ESTADUAL,UNIMED ARAXA COOPERATIVA DE TRABALHO MEDICO LTDA,,1,0,14456
1647922175996001,442760032,,,N,486598,164,01/02/2015,6797,,S,S,S,01,,N,1647921,ARAXAPART ESTADUAL,UNIMED ARAXA COOPERATIVA DE TRABALHO MEDICO LTDA,,1,0,14470
1647922166024001,442759039,,,N,650320,164,12/02/2015,6795,,S,S,S,02,,N,1647921,ARAXAPART ESTADUAL,UNIMED ARAXA COOPERATIVA DE TRABALHO MEDICO LTDA,,1,0,14499
1647923166035001,442759039,,,N,651450,164,01/03/2015,6795,,S,S,S,02,,N,1647921,ARAXAPART ESTADUAL,UNIMED ARAXA COOPERATIVA DE TRABALHO MEDICO LTDA,,1,0,14514
1647923176051001,442760032,,,N,651748,164,01/03/2015,6797,,S,S,S,01,,N,1647921,ARAXAPART ESTADUAL,UNIMED ARAXA COOPERATIVA DE TRABALHO MEDICO LTDA,,1,0,14531
1642916001,455753071,,,N,546289,164,06/03/2015,6985,,S,S,S,02,,N,1,PRE-PAGAMENTO ,UNIMED ARAXA COOPERATIVA DE TRABALHO MEDICO LTDA,,1,0,14557
1647953196080001,450096042,,,N,652725,164,03/11/1983,7043,,S,S,S,00,,N,1647951,AMBULAT CO-PARTIC,UNIMED ARAXA COOPERATIVA DE TRABALHO MEDICO LTDA,,1,0,14565
1647924166105001,442759039,,,N,654339,164,01/04/2015,6795,,S,S,S,02,,N,1647921,ARAXAPART ESTADUAL,UNIMED ARAXA COOPERATIVA DE TRABALHO MEDICO LTDA,,1,0,14593
1647924166118001,442759039,,,N,654639,164,11/04/2015,6795,,S,S,S,02,,N,1647921,ARAXAPART ESTADUAL,UNIMED ARAXA COOPERATIVA DE TRABALHO MEDICO LTDA,,1,0,14606
1647924166160001,442759039,,,N,655901,164,20/04/2015,6795,,S,S,S,02,,N,1647921,ARAXAPART ESTADUAL,UNIMED ARAXA COOPERATIVA DE TRABALHO MEDICO LTDA,,1,0,14647
1642921001,455804079,,,N,656245,164,15/04/2015,6979,,S,S,S,01,,N,1,PRE-PAGAMENTO ,UNIMED ARAXA COOPERATIVA DE TRABALHO MEDICO LTDA,,1,0,14654
1647925176184001,442760032,,,N,600718,164,01/05/2015,6797,,S,S,S,01,,N,1647921,ARAXAPART ESTADUAL,UNIMED ARAXA COOPERATIVA DE TRABALHO MEDICO LTDA,,1,0,14674
1642923001,455753071,,,N,656965,164,07/05/2015,6985,,S,S,S,02,,N,1,PRE-PAGAMENTO ,UNIMED ARAXA COOPERATIVA DE TRABALHO MEDICO LTDA,,1,0,14682
1642925001,455804079,,,N,657831,164,01/05/2015,6979,,S,S,S,01,,N,1,PRE-PAGAMENTO ,UNIMED ARAXA COOPERATIVA DE TRABALHO MEDICO LTDA,,1,0,14702
1642929001,455804079,,,N,658887,164,08/05/2015,6979,,S,S,S,01,,N,1,PRE-PAGAMENTO ,UNIMED ARAXA COOPERATIVA DE TRABALHO MEDICO LTDA,,1,0,14732
1647926166261001,442759039,,,N,660011,164,12/06/2015,6795,,S,S,S,02,,N,1647921,ARAXAPART ESTADUAL,UNIMED ARAXA COOPERATIVA DE TRABALHO MEDICO LTDA,,1,0,14766
1647926166287001,442759039,,,N,658602,164,17/06/2015,6795,,S,S,S,02,,N,1647921,ARAXAPART ESTADUAL,UNIMED ARAXA COOPERATIVA DE TRABALHO MEDICO LTDA,,1,0,14796
1647927166304001,442759039,,,N,605346,164,01/07/2015,6795,,S,S,S,02,,N,1647921,ARAXAPART ESTADUAL,UNIMED ARAXA COOPERATIVA DE TRABALHO MEDICO LTDA,,1,0,14815
1647921260262001,442759039,,,N,761820,164,05/01/2021,11794,,S,S,S,02,,N,1647922,ARAXAPART ESTADUAL 11/2018,UNIMED ARAXA COOPERATIVA DE TRABALHO MEDICO LTDA,,1,0,19298
1647921260270001,442759039,,,N,762294,164,08/01/2021,11794,,S,S,S,02,,N,1647922,ARAXAPART ESTADUAL 11/2018,UNIMED ARAXA COOPERATIVA DE TRABALHO MEDICO LTDA,,1,0,19307
1647921260282001,442759039,,,N,629431,164,16/01/2021,11794,,S,S,S,02,,N,1647922,ARAXAPART ESTADUAL 11/2018,UNIMED ARAXA COOPERATIVA DE TRABALHO MEDICO LTDA,,1,0,19321
1647921270292001,442760032,,,N,670235,164,20/01/2021,11795,,S,S,S,01,,N,1647922,ARAXAPART ESTADUAL 11/2018,UNIMED ARAXA COOPERATIVA DE TRABALHO MEDICO LTDA,,1,0,19332
1647921260304001,442759039,,,N,763241,164,25/01/2021,11794,,S,S,S,02,,N,1647922,ARAXAPART ESTADUAL 11/2018,UNIMED ARAXA COOPERATIVA DE TRABALHO MEDICO LTDA,,1,0,19344
1647921260309001,442759039,,,N,469307,164,25/01/2021,11794,,S,S,S,02,,N,1647922,ARAXAPART ESTADUAL 11/2018,UNIMED ARAXA COOPERATIVA DE TRABALHO MEDICO LTDA,,1,0,19349
1647922270313001,442760032,,,N,763767,164,01/02/2021,11795,,S,S,S,01,,N,1647922,ARAXAPART ESTADUAL 11/2018,UNIMED ARAXA COOPERATIVA DE TRABALHO MEDICO LTDA,,1,0,19356
1647922260322001,442759039,,,N,694178,164,05/02/2021,11794,,S,S,S,02,,N,1647922,ARAXAPART ESTADUAL 11/2018,UNIMED ARAXA COOPERATIVA DE TRABALHO MEDICO LTDA,,1,0,19367
1647922260329001,442759039,,,N,553339,164,05/02/2021,11794,,S,S,S,02,,N,1647922,ARAXAPART ESTADUAL 11/2018,UNIMED ARAXA COOPERATIVA DE TRABALHO MEDICO LTDA,,1,0,19375
1647922260336001,442759039,,,N,764460,164,10/02/2021,11794,,S,S,S,02,,N,1647922,ARAXAPART ESTADUAL 11/2018,UNIMED ARAXA COOPERATIVA DE TRABALHO MEDICO LTDA,,1,0,19382
1647922260343001,442759039,,,N,764754,164,15/02/2021,11794,,S,S,S,02,,N,1647922,ARAXAPART ESTADUAL 11/2018,UNIMED ARAXA COOPERATIVA DE TRABALHO MEDICO LTDA,,1,0,19390
1647922260353001,442759039,,,N,652760,164,20/02/2021,11794,,S,S,S,02,,N,1647922,ARAXAPART ESTADUAL 11/2018,UNIMED ARAXA COOPERATIVA DE TRABALHO MEDICO LTDA,,1,0,19400
1647923260359001,442759039,,,N,765473,164,01/03/2021,11794,,S,S,S,02,,N,1647922,ARAXAPART ESTADUAL 11/2018,UNIMED ARAXA COOPERATIVA DE TRABALHO MEDICO LTDA,,1,0,19410
1647923270368001,442760032,,,N,689392,164,01/03/2021,11795,,S,S,S,01,,N,1647922,ARAXAPART ESTADUAL 11/2018,UNIMED ARAXA COOPERATIVA DE TRABALHO MEDICO LTDA,,1,0,19419
1643390001,455753071,,,N,765716,164,05/03/2021,6985,,S,S,S,02,,N,1,PRE-PAGAMENTO ,UNIMED ARAXA COOPERATIVA DE TRABALHO MEDICO LTDA,,1,0,19427
1647923260385001,442759039,,,N,765941,164,10/03/2021,11794,,S,S,S,02,,N,1647922,ARAXAPART ESTADUAL 11/2018,UNIMED ARAXA COOPERATIVA DE TRABALHO MEDICO LTDA,,1,0,19438
1647953290400001,450096042,,,N,728525,164,15/03/2021,11793,,S,S,S,00,,N,1647952,AMBULAT CO-PARTIC 11/2018,UNIMED ARAXA COOPERATIVA DE TRABALHO MEDICO LTDA,,1,0,19460
1647923270396001,442760032,,,N,683258,164,25/03/2021,11795,,S,S,S,01,,N,1647922,ARAXAPART ESTADUAL 11/2018,UNIMED ARAXA COOPERATIVA DE TRABALHO MEDICO LTDA,,1,0,19464
1647924260409001,442759039,,,N,767141,164,01/04/2021,11794,,S,S,S,02,,N,1647922,ARAXAPART ESTADUAL 11/2018,UNIMED ARAXA COOPERATIVA DE TRABALHO MEDICO LTDA,,1,0,19471
1647924270416001,442760032,,,N,767544,164,01/04/2021,11795,,S,S,S,01,,N,1647922,ARAXAPART ESTADUAL 11/2018,UNIMED ARAXA COOPERATIVA DE TRABALHO MEDICO LTDA,,1,0,19478
1647924260421001,442759039,,,N,767749,164,07/04/2021,11794,,S,S,S,02,,N,1647922,ARAXAPART ESTADUAL 11/2018,UNIMED ARAXA COOPERATIVA DE TRABALHO MEDICO LTDA,,1,0,19483
1647924270426001,442760032,,,N,685941,164,12/04/2021,11795,,S,S,S,01,,N,1647922,ARAXAPART ESTADUAL 11/2018,UNIMED ARAXA COOPERATIVA DE TRABALHO MEDICO LTDA,,1,0,19491
1647924260428001,442759039,,,N,527426,164,15/04/2021,11794,,S,S,S,02,,N,1647922,ARAXAPART ESTADUAL 11/2018,UNIMED ARAXA COOPERATIVA DE TRABALHO MEDICO LTDA,,1,0,19496
1647924260434001,442759039,,,N,454752,164,24/04/2021,11794,,S,S,S,02,,N,1647922,ARAXAPART ESTADUAL 11/2018,UNIMED ARAXA COOPERATIVA DE TRABALHO MEDICO LTDA,,1,0,19503
1647924270442001,442760032,,,N,769510,164,25/04/2021,11795,,S,S,S,01,,N,1647922,ARAXAPART ESTADUAL 11/2018,UNIMED ARAXA COOPERATIVA DE TRABALHO MEDICO LTDA,,1,0,19511
1647925260446001,442759039,,,N,485339,164,01/05/2021,11794,,S,S,S,02,,N,1647922,ARAXAPART ESTADUAL 11/2018,UNIMED ARAXA COOPERATIVA DE TRABALHO MEDICO LTDA,,1,0,19517
1647925260450001,442759039,,,N,669576,164,01/05/2021,11794,,S,S,S,02,,N,1647922,ARAXAPART ESTADUAL 11/2018,UNIMED ARAXA COOPERATIVA DE TRABALHO MEDICO LTDA,,1,0,19522
1643391001,455753071,,,N,692238,164,03/05/2021,12533,,S,S,S,02,,N,1,PRE-PAGAMENTO ,UNIMED ARAXA COOPERATIVA DE TRABALHO MEDICO LTDA,,1,0,19526
1643391005,455753071,,,N,692238,164,03/05/2021,12537,,S,S,S,02,,N,1,PRE-PAGAMENTO ,UNIMED ARAXA COOPERATIVA DE TRABALHO MEDICO LTDA,,1,0,19526
1647925260456001,442759039,,,N,770551,164,05/05/2021,11794,,S,S,S,02,,N,1647922,ARAXAPART ESTADUAL 11/2018,UNIMED ARAXA COOPERATIVA DE TRABALHO MEDICO LTDA,,1,0,19529
1647955290463001,450096042,,,N,748397,164,10/05/2021,11793,,S,S,S,00,,N,1647952,AMBULAT CO-PARTIC 11/2018,UNIMED ARAXA COOPERATIVA DE TRABALHO MEDICO LTDA,,1,0,19536
1647925260470001,442759039,,,N,738316,164,15/05/2021,11794,,S,S,S,02,,N,1647922,ARAXAPART ESTADUAL 11/2018,UNIMED ARAXA COOPERATIVA DE TRABALHO MEDICO LTDA,,1,0,19543
1647925260474001,442759039,,,N,771004,164,18/05/2021,11794,,S,S,S,02,,N,1647922,ARAXAPART ESTADUAL 11/2018,UNIMED ARAXA COOPERATIVA DE TRABALHO MEDICO LTDA,,1,0,19548
1647925270483001,442760032,,,N,771802,164,22/05/2021,11795,,S,S,S,01,,N,1647922,ARAXAPART ESTADUAL 11/2018,UNIMED ARAXA COOPERATIVA DE TRABALHO MEDICO LTDA,,1,0,19560
1647450001,470415141,,,N,772091,164,31/05/2021,8038,,S,S,S,02,,N,33,ZEMA PARTICIPATIVO,UNIMED ARAXA COOPERATIVA DE TRABALHO MEDICO LTDA,,1,0,19567
1647926260491001,442759039,,,N,694098,164,01/06/2021,11794,,S,S,S,02,,N,1647922,ARAXAPART ESTADUAL 11/2018,UNIMED ARAXA COOPERATIVA DE TRABALHO MEDICO LTDA,,1,0,19571
1643408001,455804079,,,N,770093,164,01/06/2021,6979,,S,S,S,01,,N,1,PRE-PAGAMENTO ,UNIMED ARAXA COOPERATIVA DE TRABALHO MEDICO LTDA,,1,0,19576
1647926270501001,442760032,,,N,772332,164,01/06/2021,11795,,S,S,S,01,,N,1647922,ARAXAPART ESTADUAL 11/2018,UNIMED ARAXA COOPERATIVA DE TRABALHO MEDICO LTDA,,1,0,19582
1647922260330001,442759039,,,N,464706,164,05/02/2021,11794,,S,S,S,02,,N,1647922,ARAXAPART ESTADUAL 11/2018,UNIMED ARAXA COOPERATIVA DE TRABALHO MEDICO LTDA,,1,0,19376
1647922260338001,442759039,,,N,710005,164,10/02/2021,11794,,S,S,S,02,,N,1647922,ARAXAPART ESTADUAL 11/2018,UNIMED ARAXA COOPERATIVA DE TRABALHO MEDICO LTDA,,1,0,19384
1647922260344001,442759039,,,N,764783,164,17/02/2021,11794,,S,S,S,02,,N,1647922,ARAXAPART ESTADUAL 11/2018,UNIMED ARAXA COOPERATIVA DE TRABALHO MEDICO LTDA,,1,0,19391
1643385001,455753071,,,N,687436,164,22/02/2021,6985,,S,S,S,02,,N,1,PRE-PAGAMENTO ,UNIMED ARAXA COOPERATIVA DE TRABALHO MEDICO LTDA,,1,0,19403
1647923260362001,442759039,,,N,448877,164,01/03/2021,11794,,S,S,S,02,,N,1647922,ARAXAPART ESTADUAL 11/2018,UNIMED ARAXA COOPERATIVA DE TRABALHO MEDICO LTDA,,1,0,19413
1647923260370001,442759039,,,N,718434,164,01/03/2021,11794,,S,S,S,02,,N,1647922,ARAXAPART ESTADUAL 11/2018,UNIMED ARAXA COOPERATIVA DE TRABALHO MEDICO LTDA,,1,0,19421
1647923260379001,442759039,,,N,479858,164,05/03/2021,11794,,S,S,S,02,,N,1647922,ARAXAPART ESTADUAL 11/2018,UNIMED ARAXA COOPERATIVA DE TRABALHO MEDICO LTDA,,1,0,19432
1647923260388001,442759039,,,N,477724,164,10/03/2021,11794,,S,S,S,02,,N,1647922,ARAXAPART ESTADUAL 11/2018,UNIMED ARAXA COOPERATIVA DE TRABALHO MEDICO LTDA,,1,0,19441
1647923260401001,442759039,,,N,766571,164,18/03/2021,11794,,S,S,S,02,,N,1647922,ARAXAPART ESTADUAL 11/2018,UNIMED ARAXA COOPERATIVA DE TRABALHO MEDICO LTDA,,1,0,19461
1647923260404001,442759039,,,N,758091,164,17/03/2021,11794,,S,S,S,02,,N,1647922,ARAXAPART ESTADUAL 11/2018,UNIMED ARAXA COOPERATIVA DE TRABALHO MEDICO LTDA,,1,0,19465
1647924260411001,442759039,,,N,758739,164,01/04/2021,11794,,S,S,S,02,,N,1647922,ARAXAPART ESTADUAL 11/2018,UNIMED ARAXA COOPERATIVA DE TRABALHO MEDICO LTDA,,1,0,19473
1647924260417001,442759039,,,N,601550,164,01/04/2021,11794,,S,S,S,02,,N,1647922,ARAXAPART ESTADUAL 11/2018,UNIMED ARAXA COOPERATIVA DE TRABALHO MEDICO LTDA,,1,0,19479
1647924260422001,442759039,,,N,746201,164,06/04/2021,11794,,S,S,S,02,,N,1647922,ARAXAPART ESTADUAL 11/2018,UNIMED ARAXA COOPERATIVA DE TRABALHO MEDICO LTDA,,1,0,19484
1643397001,455753071,,,N,768424,164,10/04/2021,6985,,S,S,S,02,,N,1,PRE-PAGAMENTO ,UNIMED ARAXA COOPERATIVA DE TRABALHO MEDICO LTDA,,1,0,19492
1647924260429001,442759039,,,N,768849,164,15/04/2021,11794,,S,S,S,02,,N,1647922,ARAXAPART ESTADUAL 11/2018,UNIMED ARAXA COOPERATIVA DE TRABALHO MEDICO LTDA,,1,0,19497
1647924260435001,442759039,,,N,570802,164,22/04/2021,11794,,S,S,S,02,,N,1647922,ARAXAPART ESTADUAL 11/2018,UNIMED ARAXA COOPERATIVA DE TRABALHO MEDICO LTDA,,1,0,19504
1647924270443001,442760032,,,N,454803,164,23/04/2021,11795,,S,S,S,01,,N,1647922,ARAXAPART ESTADUAL 11/2018,UNIMED ARAXA COOPERATIVA DE TRABALHO MEDICO LTDA,,1,0,19512
1647925270447001,442760032,,,N,485937,164,05/05/2021,11795,,S,S,S,01,,N,1647922,ARAXAPART ESTADUAL 11/2018,UNIMED ARAXA COOPERATIVA DE TRABALHO MEDICO LTDA,,1,0,19518
1647925260451001,442759039,,,N,676942,164,03/05/2021,11794,,S,S,S,02,,N,1647922,ARAXAPART ESTADUAL 11/2018,UNIMED ARAXA COOPERATIVA DE TRABALHO MEDICO LTDA,,1,0,19523
1643391002,455753071,,,N,692238,164,03/05/2021,12534,,S,S,S,02,,N,1,PRE-PAGAMENTO ,UNIMED ARAXA COOPERATIVA DE TRABALHO MEDICO LTDA,,1,0,19526
1643391006,455753071,,,N,692238,164,03/05/2021,12538,,S,S,S,02,,N,1,PRE-PAGAMENTO ,UNIMED ARAXA COOPERATIVA DE TRABALHO MEDICO LTDA,,1,0,19526
1647925260459001,442759039,,,N,770662,164,05/05/2021,11794,,S,S,S,02,,N,1647922,ARAXAPART ESTADUAL 11/2018,UNIMED ARAXA COOPERATIVA DE TRABALHO MEDICO LTDA,,1,0,19531
1647925260465001,442759039,,,N,427729,164,05/05/2021,11794,,S,S,S,02,,N,1647922,ARAXAPART ESTADUAL 11/2018,UNIMED ARAXA COOPERATIVA DE TRABALHO MEDICO LTDA,,1,0,19538
1647925260471001,442759039,,,N,770898,164,17/05/2021,11794,,S,S,S,02,,N,1647922,ARAXAPART ESTADUAL 11/2018,UNIMED ARAXA COOPERATIVA DE TRABALHO MEDICO LTDA,,1,0,19544
1647925270477001,442760032,,,N,771124,164,20/05/2021,11795,,S,S,S,01,,N,1647922,ARAXAPART ESTADUAL 11/2018,UNIMED ARAXA COOPERATIVA DE TRABALHO MEDICO LTDA,,1,0,19551
1647925260484001,442759039,,,N,594465,164,25/05/2021,11794,,S,S,S,02,,N,1647922,ARAXAPART ESTADUAL 11/2018,UNIMED ARAXA COOPERATIVA DE TRABALHO MEDICO LTDA,,1,0,19561
1647450002,470416149,,,N,772091,164,31/05/2021,8039,,S,S,S,02,,N,33,ZEMA PARTICIPATIVO,UNIMED ARAXA COOPERATIVA DE TRABALHO MEDICO LTDA,,1,0,19567
1647926270492001,442760032,,,N,455502,164,01/06/2021,11795,,S,S,S,01,,N,1647922,ARAXAPART ESTADUAL 11/2018,UNIMED ARAXA COOPERATIVA DE TRABALHO MEDICO LTDA,,1,0,19572
1647926270496001,442760032,,,N,455572,164,01/06/2021,11795,,S,S,S,01,,N,1647922,ARAXAPART ESTADUAL 11/2018,UNIMED ARAXA COOPERATIVA DE TRABALHO MEDICO LTDA,,1,0,19577
1647926260502001,442759039,,,N,671903,164,01/06/2021,11794,,S,S,S,02,,N,1647922,ARAXAPART ESTADUAL 11/2018,UNIMED ARAXA COOPERATIVA DE TRABALHO MEDICO LTDA,,1,0,19583
1643410001,455753071,,,N,772533,164,01/06/2021,6985,,S,S,S,02,,N,1,PRE-PAGAMENTO ,UNIMED ARAXA COOPERATIVA DE TRABALHO MEDICO LTDA,,1,0,19593
1647926270516001,442760032,,,N,556352,164,18/06/2021,11795,,S,S,S,01,,N,1647922,ARAXAPART ESTADUAL 11/2018,UNIMED ARAXA COOPERATIVA DE TRABALHO MEDICO LTDA,,1,0,19603
1647926260517001,442759039,,,N,657715,164,20/06/2021,11794,,S,S,S,02,,N,1647922,ARAXAPART ESTADUAL 11/2018,UNIMED ARAXA COOPERATIVA DE TRABALHO MEDICO LTDA,,1,0,19612
1647926270522001,442760032,,,N,773310,164,18/06/2021,11795,,S,S,S,01,,N,1647922,ARAXAPART ESTADUAL 11/2018,UNIMED ARAXA COOPERATIVA DE TRABALHO MEDICO LTDA,,1,0,19618
1647926270526001,442760032,,,N,773539,164,21/06/2021,11795,,S,S,S,01,,N,1647922,ARAXAPART ESTADUAL 11/2018,UNIMED ARAXA COOPERATIVA DE TRABALHO MEDICO LTDA,,1,0,19623
1647956290532001,450096042,,,N,657253,164,20/06/2021,11793,,S,S,S,00,,N,1647952,AMBULAT CO-PARTIC 11/2018,UNIMED ARAXA COOPERATIVA DE TRABALHO MEDICO LTDA,,1,0,19629
1647927260538001,442759039,,,N,774067,164,01/07/2021,11794,,S,S,S,02,,N,1647922,ARAXAPART ESTADUAL 11/2018,UNIMED ARAXA COOPERATIVA DE TRABALHO MEDICO LTDA,,1,0,19637
1647927260545001,442759039,,,N,628927,164,01/07/2021,11794,,S,S,S,02,,N,1647922,ARAXAPART ESTADUAL 11/2018,UNIMED ARAXA COOPERATIVA DE TRABALHO MEDICO LTDA,,1,0,19644
1647926260510001,442759039,,,N,772489,164,06/06/2021,11794,,S,S,S,02,,N,1647922,ARAXAPART ESTADUAL 11/2018,UNIMED ARAXA COOPERATIVA DE TRABALHO MEDICO LTDA,,1,0,19591
1643413001,455804079,,,N,772844,164,15/06/2021,6979,,S,S,S,01,,N,1,PRE-PAGAMENTO ,UNIMED ARAXA COOPERATIVA DE TRABALHO MEDICO LTDA,,1,0,19599
1643419001,455753071,,,N,764661,164,10/10/2017,6985,,S,S,S,02,,N,1,PRE-PAGAMENTO ,UNIMED ARAXA COOPERATIVA DE TRABALHO MEDICO LTDA,,1,0,19609
1643422001,455753071,,,N,773224,164,20/06/2021,6985,,S,S,S,02,,N,1,PRE-PAGAMENTO ,UNIMED ARAXA COOPERATIVA DE TRABALHO MEDICO LTDA,,1,0,19617
1647926260525001,442759039,,,N,637505,164,20/06/2021,11794,,S,S,S,02,,N,1647922,ARAXAPART ESTADUAL 11/2018,UNIMED ARAXA COOPERATIVA DE TRABALHO MEDICO LTDA,,1,0,19622
1647926270529001,442760032,,,N,773609,164,21/06/2021,11795,,S,S,S,01,,N,1647922,ARAXAPART ESTADUAL 11/2018,UNIMED ARAXA COOPERATIVA DE TRABALHO MEDICO LTDA,,1,0,19626
1647926260536001,442759039,,,N,773857,164,25/06/2021,11794,,S,S,S,02,,N,1647922,ARAXAPART ESTADUAL 11/2018,UNIMED ARAXA COOPERATIVA DE TRABALHO MEDICO LTDA,,1,0,19635
1647927270543001,442760032,,,N,434220,164,01/07/2021,11795,,S,S,S,01,,N,1647922,ARAXAPART ESTADUAL 11/2018,UNIMED ARAXA COOPERATIVA DE TRABALHO MEDICO LTDA,,1,0,19642
1647927260550001,442759039,,,N,774340,164,05/07/2021,11794,,S,S,S,02,,N,1647922,ARAXAPART ESTADUAL 11/2018,UNIMED ARAXA COOPERATIVA DE TRABALHO MEDICO LTDA,,1,0,19649
1647927260558001,442759039,,,N,774724,164,10/07/2021,11794,,S,S,S,02,,N,1647922,ARAXAPART ESTADUAL 11/2018,UNIMED ARAXA COOPERATIVA DE TRABALHO MEDICO LTDA,,1,0,19657
1647927260561001,442759039,,,N,774565,164,15/07/2021,11794,,S,S,S,02,,N,1647922,ARAXAPART ESTADUAL 11/2018,UNIMED ARAXA COOPERATIVA DE TRABALHO MEDICO LTDA,,1,0,19661
1647927260566001,442759039,,,N,774920,164,17/07/2021,11794,,S,S,S,02,,N,1647922,ARAXAPART ESTADUAL 11/2018,UNIMED ARAXA COOPERATIVA DE TRABALHO MEDICO LTDA,,1,0,19667
1647927260573001,442759039,,,N,775015,164,24/07/2021,11794,,S,S,S,02,,N,1647922,ARAXAPART ESTADUAL 11/2018,UNIMED ARAXA COOPERATIVA DE TRABALHO MEDICO LTDA,,1,0,19676
1647927260580001,442759039,,,N,775333,164,23/07/2021,11794,,S,S,S,02,,N,1647922,ARAXAPART ESTADUAL 11/2018,UNIMED ARAXA COOPERATIVA DE TRABALHO MEDICO LTDA,,1,0,19684
1647928260589001,442759039,,,N,571121,164,01/08/2021,11794,,S,S,S,02,,N,1647922,ARAXAPART ESTADUAL 11/2018,UNIMED ARAXA COOPERATIVA DE TRABALHO MEDICO LTDA,,1,0,19694
1643433001,455753071,,,N,775942,164,05/08/2021,6985,,S,S,S,02,,N,1,PRE-PAGAMENTO ,UNIMED ARAXA COOPERATIVA DE TRABALHO MEDICO LTDA,,1,0,19702
