CD_MUNIC,NM_MUNIC,SG_UF,ID_ORIGEM
3145802,ONCA DO PITANGUI,MG,3145802
3145802,ONCA DE PITANGUI,MG,3145802
3145877,ORIZANIA,MG,3145877
3145901,OURO BRANCO,MG,3145901
3146008,OURO FINO,MG,3146008
3146107,AMARANTINA,MG,3146107
3146107,CACHOEIRA DO CAMPO,MG,3146107
3146107,OURO PRETO,MG,3146107
3146206,OURO VERDE DE MINAS,MG,3146206
3146305,PADRE PARAISO,MG,3146305
3146404,PAINEIRAS,MG,3146404
3146503,PAINS,MG,3146503
3146552,PAI PEDRO,MG,3146552
3146602,PAIVA,MG,3146602
3146909,PAPAGAIOS,MG,3146909
3147006,PARACATU,MG,3147006
3147105,PARA DE MINAS,MG,3147105
3147204,PARAGUACU,MG,3147204
3147303,PARAISOPOLIS,MG,3147303
3147402,PARAOPEBA,MG,3147402
3147600,PASSA QUATRO,MG,3147600
3147709,PASSA TEMPO,MG,3147709
3147907,PASSOS,MG,3147907
3148004,PATOS DE MINAS,MG,3148004
3148103,PATROCINIO,MG,3148103
3148301,PAULA CANDIDO,MG,3148301
3148400,PAULISTAS,MG,3148400
3148509,PAVAO,MG,3148509
3148608,PECANHA,MG,3148608
3148707,PEDRA AZUL,MG,3148707
3148905,PEDRA DO INDAIA,MG,3148905
3149101,PEDRALVA,MG,3149101
3149150,PEDRAS DE MARIA DA CRUZ,MG,3149150
3149200,PEDRINOPOLIS,MG,3149200
3149309,PEDRO LEOPOLDO,MG,3149309
3149507,PEQUERI,MG,3149507
3149606,PEQUI,MG,3149606
3149705,PERDIGAO,MG,3149705
3149804,PERDIZES,MG,3149804
3149903,PERDOES,MG,3149903
3149952,PERIQUITO,MG,3149952
3150000,PESCADOR,MG,3150000
3150109,PIAU,MG,3150109
3150208,PIEDADE DE PONTE NOVA,MG,3150208
3150307,PIEDADE DO RIO GRANDE,MG,3150307
3150505,PIMENTA,MG,3150505
3150604,PIRACEMA,MG,3150604
3150703,PIRAJUBA,MG,3150703
3150802,PIRANGA,MG,3150802
3150901,PIRANGUCU,MG,3150901
3151008,PIRANGUINHO,MG,3151008
3151107,PIRAPETINGA,RJ,3151107
3151206,PIRAPORA,MG,3151206
3151305,PIRAUBA,MG,3151305
3151404,PITANGUI,MG,3151404
3151503,PIUMHI,MG,3151503
3151503,PIUI,MG,3151503
3151602,PLANURA,MG,3151602
3151701,POCO FUNDO,MG,3151701
3151800,POCOS DE CALDAS,MG,3151800
3151909,POCRANE,MG,3151909
3152006,POMPEU,MG,3152006
3152105,PONTE NOVA,MG,3152105
3152131,PONTO CHIQUE,MG,3152131
3152204,PORTEIRINHA,MG,3152204
3152303,PORTO FIRME,MG,3152303
3152402,POTE,MG,3152402
3152501,POUSO ALEGRE,MG,3152501
3152600,POUSO ALTO,MG,3152600
3152709,PRADOS,MG,3152709
3152808,PRATA,MG,3152808
3152907,PRATAPOLIS,MG,3152907
3153004,PRATINHA,MG,3153004
3153202,PRESIDENTE JUSCELINO,MG,3153202
3153400,PRESIDENTE OLEGARIO,MG,3153400
3153509,ALTO JEQUITIBA,MG,3153509
3153608,PRUDENTE DE MORAIS,MG,3153608
3153707,QUARTEL GERAL,MG,3153707
3153905,RAPOSOS,MG,3153905
3154002,RAUL SOARES,MG,3154002
3154101,RECREIO,MG,3154101
3154200,RESENDE COSTA,MG,3154200
3154309,RESPLENDOR,MG,3154309
3154408,RESSAQUINHA,MG,3154408
3154457,RIACHINHO,MG,3154457
3154507,RIACHO DOS MACHADOS,MG,3154507
3154606,RIBEIRAO DAS NEVES,MG,3154606
3154705,RIBEIRAO VERMELHO,MG,3154705
3154903,RIO CASCA,MG,3154903
3155108,RIO DO PRADO,MG,3155108
3155207,RIO ESPERA,MG,3155207
3155306,RIO MANSO,MG,3155306
3155405,RIO NOVO,MG,3155405
3155504,GUARDA DOS FERREIROS,MG,3155504
3155504,RIO PARANAIBA,MG,3155504
3155603,RIO PARDO DE MINAS,MG,3155603
3155702,RIO PIRACICABA,MG,3155702
3155801,RIO POMBA,MG,3155801
3156007,RIO VERMELHO,MG,3156007
3156106,RITAPOLIS,MG,3156106
3156304,RODEIRO,MG,3156304
3156403,ROMARIA,MG,3156403
3156601,RUBIM,MG,3156601
3156700,SABARA,MG,3156700
3156809,SABINOPOLIS,MG,3156809
3156908,SACRAMENTO,MG,3156908
3157005,SALINAS,MG,3157005
3157104,SALTO DA DIVISA,MG,3157104
3157203,SANTA BARBARA,MG,3157203
3157252,SANTA BARBARA DO LESTE,MG,3157252
3157302,SANTA BARBARA DO TUGURIO,MG,3157302
3157377,SANTA CRUZ DE SALINAS,MG,3157377
3157500,SANTA EFIGENIA DE MINAS,MG,3157500
3157609,SANTA FE DE MINAS,MG,3157609
3157708,SANTA JULIANA,MG,3157708
3157807,SANTA LUZIA,MG,3157807
3157906,SANTA MARGARIDA,MG,3157906
3158003,SANTA MARIA DE ITABIRA,MG,3158003
3158102,SANTA MARIA DO SALTO,MG,3158102
3158201,SANTA MARIA DO SUACUI,MG,3158201
3158300,SANTANA DA VARGEM,MG,3158300
3158508,SANTANA DE PIRAPAMA,MG,3158508
3158706,SANTANA DO GARAMBEU,MG,3158706
3158805,SANTANA DO JACARE,MG,3158805
3158904,SANTANA DO MANHUACU,MG,3158904
3158953,SANTANA DO PARAISO,MG,3158953
3159001,SANTANA DO RIACHO,MG,3159001
3159100,SANTANA DOS MONTES,MG,3159100
3159209,SANTA RITA DE CALDAS,MG,3159209
3159357,SANTA RITA DE MINAS,MG,3159357
3159407,SANTA RITA DE IBITIPOCA,MG,3159407
3159605,SANTA RITA DO SAPUCAI,MG,3159605
3159704,SANTA ROSA DA SERRA,MG,3159704
3159803,SANTA VITORIA,MG,3159803
3159902,SANTO ANTONIO DO AMPARO,MG,3159902
3160207,SANTO ANTONIO DO ITAMBE,MG,3160207
3160306,SANTO ANTONIO DO JACINTO,MG,3160306
3160405,SANTO ANTONIO DO MONTE,MG,3160405
3160454,BREJO GRANDE,MG,3160454
3160454,SANTO ANTONIO DO RETIRO,MG,3160454
3160702,SANTOS DUMONT,MG,3160702
3160801,SAO BENTO ABADE,MG,3160801
3160900,SAO BRAS DO SUACUI,MG,3160900
3160959,SAO DOMINGOS DAS DORES,MG,3160959
3161007,SAO DOMINGOS DO PRATA,MG,3161007
3161106,SAO FRANCISCO,MG,3161106
3161205,SAO FRANCISCO DE PAULA,MG,3161205
3161304,SAO FRANCISCO DE SALES,MG,3161304
3161502,SAO GERALDO,MG,3161502
3161650,SAO GERALDO DO BAIXIO,MG,3161650
3161700,SAO GONCALO DO ABAETE,MG,3161700
3161809,SAO GONCALO DO PARA,MG,3161809
3161908,SAO GONCALO DO RIO ABAIXO,MG,3161908
3162005,SAO GONCALO DO SAPUCAI,MG,3162005
3162104,SAO GOTARDO,MG,3162104
3162203,SAO JOAO BATISTA DO GLORIA,MG,3162203
3162252,SAO JOAO DA LAGOA,MG,3162252
3162401,SAO JOAO DA PONTE,MG,3162401
3162450,MISSOES,MG,3162450
3162450,SAO JOAO DAS MISSOES,MG,3162450
3162500,SAO JOAO DEL REI,MG,3162500
3162559,SAO JOAO DO MANHUACU,MG,3162559
3162575,SAO JOAO DO MANTENINHA,MG,3162575
3162609,SAO JOAO DO ORIENTE,MG,3162609
3162658,SAO JOAO DO PACUI,MG,3162658
3162708,SAO JOAO DO PARAISO,MG,3162708
3162807,SAO JOAO EVANGELISTA,MG,3162807
3162906,SAO JOAO NEPOMUCENO,MG,3162906
3162922,SAO JOAQUIM DE BICAS,MG,3162922
3162948,SAO JOSE DA BARRA,MG,3162948
3162955,SAO JOSE DA LAPA,MG,3162955
3163003,SAO JOSE DA SAFIRA,MG,3163003
3163102,SAO JOSE DA VARGINHA,MG,3163102
3163201,SAO JOSE DO ALEGRE,MG,3163201
3163508,SAO JOSE DO JACURI,MG,3163508
3163607,SAO JOSE DO MANTIMENTO,MG,3163607
3163706,SAO LOURENCO,MG,3163706
3163904,SAO PEDRO DA UNIAO,MG,3163904
3164001,SAO PEDRO DOS FERROS,MG,3164001
3164100,SAO PEDRO DO SUACUI,MG,3164100
3164209,SAO ROMAO,MG,3164209
3164308,CASCA DANTA,MG,3164308
3164308,SAO ROQUE DE MINAS,MG,3164308
3164431,SAO SEBASTIAO DA VARGEM ALEGRE,MG,3164431
3164605,SAO SEBASTIAO DO OESTE,MG,3164605
3164704,SAO SEBASTIAO DO PARAISO,MG,3164704
3164902,SAO SEBASTIAO DO RIO VERDE,MG,3164902
3165008,SAO TIAGO,MG,3165008
3165107,SAO TOMAS DE AQUINO,MG,3165107
3165206,SAO TOME DAS LETRAS,MG,3165206
3165537,SARZEDO,MG,3165537
3165552,SETUBINHA,MG,3165552
3165701,SENADOR FIRMINO,MG,3165701
3165800,SENADOR JOSE BENTO,MG,3165800
3166006,SENHORA DE OLIVEIRA,MG,3166006
3166204,SENHORA DOS REMEDIOS,MG,3166204
3166600,SERRA DA SAUDADE,MG,3166600
3166709,SERRA DOS AIMORES,MG,3166709
3166808,SERRA DO SALITRE,MG,3166808
3166808,CATIARA,MG,3166808
3166907,SERRANIA,MG,3166907
3166956,SERRANOPOLIS DE MINAS,MG,3166956
3167103,SERRO,MG,3167103
3167202,SETE LAGOAS,MG,3167202
3167301,SILVEIRANIA,MG,3167301
3167400,SILVIANOPOLIS,MG,3167400
3167707,SOBRALIA,MG,3167707
3167806,SOLEDADE DE MINAS,MG,3167806
3168002,TAIOBEIRAS,MG,3168002
3168101,TAPIRA,MG,3168101
3168200,TAPIRAI,MG,3168200
3168408,TARUMIRIM,MG,3168408
3168507,TEIXEIRAS,MG,3168507
3168606,TEOFILO OTONI,MG,3168606
3168705,TIMOTEO,MG,3168705
3168804,TIRADENTES,MG,3168804
3168903,TIROS,MG,3168903
3169000,TOCANTINS,MG,3169000
3169059,TOCOS DO MOJI,MG,3169059
3169109,TOLEDO,MG,3169109
3169208,TOMBOS,MG,3169208
3169307,TRES CORACOES,MG,3169307
3169356,TRES MARIAS,MG,3169356
3169406,TRES PONTAS,MG,3169406
3169604,TUPACIGUARA,MG,3169604
3169703,TURMALINA,MG,3169703
3169901,UBA,MG,3169901
3170008,UBAI,MG,3170008
3170008,UBAI.MG,MG,3170008
3170057,UBAPORANGA,MG,3170057
3170107,UBERABA,MG,3170107
3170206,UBERLANDIA,MG,3170206
3170404,UNAI,MG,3170404
3170438,UNIAO DE MINAS,MG,3170438
3170503,URUCANIA,MG,3170503
3170529,URUCUIA,MG,3170529
3170701,VARGINHA,MG,3170701
3170750,VARJAO DE MINAS,MG,3170750
3170800,GAUICUI,MG,3170800
3170800,VARZEA DA PALMA,MG,3170800
3170909,VARZELANDIA,MG,3170909
3171006,VAZANTE,MG,3171006
3171105,VERISSIMO,MG,3171105
3171204,VESPASIANO,MG,3171204
3171303,VICOSA,MG,3171303
3171402,VIEIRAS,MG,3171402
3171501,MATHIAS LOBATO,MG,3171501
3171600,VIRGEM DA LAPA,MG,3171600
3171709,VIRGINIA,MG,3171709
3171808,VIRGINOPOLIS,MG,3171808
3171907,VIRGOLANDIA,MG,3171907
3172004,VISCONDE DO RIO BRANCO,MG,3172004
3172103,VOLTA GRANDE,MG,3172103
3172202,WENCESLAU BRAZ,MG,3172202
3200102,AFONSO CLAUDIO,ES,3200102
3200136,AGUIA BRANCA,ES,3200136
3200201,ALEGRE,ES,3200201
3200300,ALFREDO CHAVES,ES,3200300
3200409,ANCHIETA,ES,3200409
3200607,ARACRUZ,ES,3200607
3200805,BAIXO GUANDU,ES,3200805
3200904,BARRA DE SAO FRANCISCO,ES,3200904
3201001,BOA ESPERANCA,ES,3201001
3201100,BOM JESUS DO NORTE,ES,3201100
3201159,BREJETUBA,ES,3201159
3201209,CACHOEIRO DE ITAPEMIRIM,ES,3201209
3201308,CARIACICA,ES,3201308
3201407,CASTELO,ES,3201407
3201506,COLATINA,ES,3201506
3201605,CONCEICAO DA BARRA,ES,3201605
3201704,CONCEICAO DO CASTELO,ES,3201704
3201902,DOMINGOS MARTINS,ES,3201902
3202009,DORES DO RIO PRETO,ES,3202009
3202108,ECOPORANGA,ES,3202108
3202207,FUNDAO,ES,3202207
3202306,GUACUI,ES,3202306
3202405,GUARAPARI,ES,3202405
3202454,IBATIBA,ES,3202454
3202504,IBIRACU,ES,3202504
3202553,IBITIRAMA,ES,3202553
3202603,ICONHA,ES,3202603
3202702,ITAGUACU,ES,3202702
3202801,ITAPEMIRIM,ES,3202801
3203007,IUNA,ES,3203007
3203056,JAGUARE,ES,3203056
3203106,JERONIMO MONTEIRO,ES,3203106
3203130,JOAO NEIVA,ES,3203130
3203205,LINHARES,ES,3203205
3203304,MANTENOPOLIS,ES,3203304
3203320,MARATAIZES,ES,3203320
3203346,MARECHAL FLORIANO,ES,3203346
3203403,MIMOSO DO SUL,ES,3203403
3203502,MONTANHA,ES,3203502
3203601,MUCURICI,ES,3203601
3203700,MUNIZ FREIRE,ES,3203700
3203809,MUQUI,ES,3203809
3203908,NOVA VENECIA,ES,3203908
3204005,PANCAS,ES,3204005
3204054,PEDRO CANARIO,ES,3204054
3204104,PINHEIROS,ES,3204104
3204203,PIUMA,ES,3204203
3204351,RIO BANANAL,ES,3204351
3204401,RIO NOVO DO SUL,ES,3204401
3204559,SANTA MARIA DE JETIBA,ES,3204559
3204609,SANTA TEREZA,ES,3204609
3204609,Santa Teresa,ES,3204609
3204658,SAO DOMINGOS DO NORTE,ES,3204658
3204708,SAO GABRIEL DA PALHA,ES,3204708
3204807,SAO JOSE DO CALCADO,ES,3204807
3204906,SAO MATEUS,ES,3204906
3205002,DISTRITO CARAPINA,ES,3205002
3205002,SERRA,ES,3205002
3205010,SOORETAMA,ES,3205010
3205036,VARGEM ALTA,ES,3205036
3205069,VENDA NOVA DO IMIGRANTE,ES,3205069
3205101,SERRA VIANA,ES,3205101
3205176,VILA VALERIO,ES,3205176
3205200,VILA VELHA,ES,3205200
3205309,VITORIA,ES,3205309
3300100,ANGRA DOS REIS,RJ,3300100
3300209,ARARUAMA,RJ,3300209
3300308,BARRA DO PIRAI,RJ,3300308
3300407,BARRA MANSA,RJ,3300407
3300456,BELFORD ROXO,RJ,3300456
3300506,BOM JARDIM,RJ,3300506
3300605,BOM JESUS DO ITABAPOANA,RJ,3300605
3300704,CABO FRIO,RJ,3300704
3300803,CACHOEIRAS DE MACACU,RJ,3300803
3300902,CAMBUCI,RJ,3300902
3301009,CAMPOS,RJ,3301009
3301009,CAMPOS DOS GOYTACAZES,RJ,3301009
3301157,CARDOSO MOREIRA,RJ,3301157
3301207,CARMO,RJ,3301207
3301504,CORDEIRO,RJ,3301504
3301702,DUQUE DE CAXIAS,RJ,3301702
3301702,DUQUE DE CAXIAS,SP,3301702
3301900,ITABORAI,RJ,3301900
3302007,ITAGUAI,RJ,3302007
3302056,ITALVA,RJ,3302056
3302106,ITAOCARA,RJ,3302106
3302205,ITAPERUNA,RJ,3302205
3302270,JAPERI,RJ,3302270
3302304,LAJE DO MURIAE,RJ,3302304
3302403,MACAE,RJ,3302403
3302502,MAGE,RJ,3302502
3302601,MANGARATIBA,RJ,3302601
3302700,MARICA,RJ,3302700
3303005,MIRACEMA,RJ,3303005
3303104,NATIVIDADE,RJ,3303104
3303203,NILOPOLIS,RJ,3303203
3303302,NETEROI,RJ,3303302
3303302,NITEROI,RJ,3303302
3303401,NOVA FRIBURGO,RJ,3303401
3303500,NOVA IGUACU,RJ,3303500
3303609,PARACAMBI,RJ,3303609
3303708,PARAIBA DO SUL,RJ,3303708
3303906,PETROPOLIS,RJ,3303906
3304102,PORCIUNCULA,RJ,3304102
3304151,QUISSAMA,RJ,3304151
3304201,RESENDE,RJ,3304201
3304300,RIO BONITO,RJ,3304300
3304409,RIO CLARO,RJ,3304409
3304524,RIO DAS OSTRAS,RJ,3304524
3304557,RIO DE JANEIRO,RJ,3304557
3304557,RIO JANEIRO,RJ,3304557
3304557,SAO CRISTOVAO,RJ,3304557
3304706,SANTO ANTONIO DE PADUA,RJ,3304706
3304755,SAO FRANCISCO DE ITABAPOANA,RJ,3304755
3304805,SAO FIDELIS,RJ,3304805
3304904,SAO GONCALO,RJ,3304904
3305000,SAO JOAO DA BARRA,RJ,3305000
3305109,SAO JOAO DO MERITI,RJ,3305109
3305109,SAO JOAO DE MERITI,RJ,3305109
3305158,SAO JOSE DO VALE DO RIO PRETO,RJ,3305158
3305208,SAO PEDRO DA ALDEIA,RJ,3305208
3305406,SAPUCAIA,RJ,3305406
3305505,BACAXA,RJ,3305505
3305505,SAQUAREMA,RJ,3305505
3305554,SEROPEDICA,RJ,3305554
3305802,TERESOPOLIS,RJ,3305802
3306008,TRES RIOS,RJ,3306008
3306107,VALENCA,RJ,3306107
3306305,VOLTA REDONDA,RJ,3306305
3306305,VOLTA RENDONDA,RJ,3306305
3500105,ADAMANTINA,SP,3500105
3500303,AGUAI,SP,3500303
3500402,AGUAS DA PRATA,SP,3500402
3500501,AGUAS DE LINDOIA,SP,3500501
3500550,AGUAS DE SANTA BARBARA,SP,3500550
3500600,AGUAS DE SAO PEDRO,SP,3500600
3500709,AGUDOS,SP,3500709
3500808,ALFREDO MARCONDES,SP,3500808
3500907,ALTAIR,SP,3500907
3501004,ALTINOPOLIS,SP,3501004
3501202,ALVARES FLORENCE,SP,3501202
3501301,ALVARES MACHADO,SP,3501301
3501608,AMERICANA,SP,3501608
3501707,AMERICO BRASILIENSE,SP,3501707
3501806,AMERICO DE CAMPOS,SP,3501806
3501905,AMPARO,SP,3501905
3502002,ANALANDIA,SP,3502002
3502101,ANDRADINA,SP,3502101
3502200,ANGATUBA,SP,3502200
3502309,ANHEMBI,SP,3502309
3502408,ANHUMAS,SP,3502408
3502507,APARECIDA,SP,3502507
3502606,APARECIDA D OESTE,SP,3502606
3502705,APIAI,SP,3502705
3502804,ARACATUBA,SP,3502804
3503000,ARAMINA,SP,3503000
3503109,ARANDU,SP,3503109
3503208,ARARAQUARA,SP,3503208
3503307,ARARAS,SP,3503307
3503406,AREALVA,SP,3503406
3503505,AREIAS,SP,3503505
3503604,AREIOPOLIS,SP,3503604
3503703,ARIRANHA,SP,3503703
3503802,ARTUR NOGUEIRA,SP,3503802
3503901,ARUJA,SP,3503901
3504008,ASSIS,SP,3504008
3504107,ATIBAIA,SP,3504107
3504206,AURIFLAMA,SP,3504206
3504305,AVAI,SP,3504305
3504404,AVANHANDAVA,SP,3504404
3504503,AVARE,SP,3504503
3504909,BANANAL,SP,3504909
3505203,BARIRI,SP,3505203
3505302,BARRA BONITA,SP,3505302
3505401,BARRA DO TURVO,SP,3505401
3505500,BARRETOS,SP,3505500
3505609,BARRINHA,SP,3505609
3505708,BARUERI,SP,3505708
3505807,BASTOS,SP,3505807
3505906,BATATAIS,SP,3505906
3506003,BAURU,SP,3506003
3506102,BEBEDOURO,SP,3506102
3506201,BENTO DE ABREU,SP,3506201
3506300,BERNARDINO DE CAMPOS,SP,3506300
3506359,BERTIOGA,SP,3506359
3506409,BILAC,SP,3506409
3506508,BIRIGUI,SP,3506508
3506607,BIRITIBA MIRM,SP,3506607
3506706,BOA ESPERANCA DO SUL,SP,3506706
3506904,BOFETE,SP,3506904
3507001,BOITUVA,SP,3507001
3507100,BOM JESUS DOS PERDOES,SP,3507100
3507209,BORA,SP,3507209
3507308,BORACEIA,SP,3507308
3507407,BORBOREMA,SP,3507407
3507506,BOTUCATU,SP,3507506
3507605,BRAGANCA PAULISTA,SP,3507605
3507704,BRAUNA,SP,3507704
3507803,BRODOSQUI,SP,3507803
3507902,BROTAS,SP,3507902
3508009,BURI,SP,3508009
3508108,BURITAMA,SP,3508108
3508207,BURITIZAL,SP,3508207
3508306,CABRALIA PAULISTA,SP,3508306
3508405,CABREUVA,SP,3508405
3508504,CACAPAVA,SP,3508504
3508603,CACHOEIRA PAULISTA,SP,3508603
3508702,CACONDE,SP,3508702
3508801,CAFELANDIA,SP,3508801
3509007,CAIEIRAS,SP,3509007
3509205,CAJAMAR,SP,3509205
3509254,CAJATI,SP,3509254
3509304,CAJOBI,SP,3509304
3509403,CAJURU,SP,3509403
3509502,CAMPINAS,SP,3509502
3509601,CAMPO LIMPO PAULISTA,SP,3509601
3509700,CAMPOS DO JORDAO,SP,3509700
3509908,CANANEIA,SP,3509908
3510005,CANDIDO MOTA,SP,3510005
3510203,CAPAO BONITO,SP,3510203
3510401,CAPIVARI,SP,3510401
3510500,CARAGUATATUBA,SP,3510500
3510609,CARAPICUIBA,SP,3510609
3510708,CARDOSO,SP,3510708
3510807,CASA BRANCA,SP,3510807
3510906,CASSIA DOS COQUEIROS,SP,3510906
3511003,CASTILHO,SP,3511003
3511102,CATANDUVA,SP,3511102
3511201,CATIGUA,SP,3511201
3511300,CEDRAL,SP,3511300
3511409,CERQUEIRA CESAR,SP,3511409
3511508,CERQUILHO,SP,3511508
3511706,CHARQUEADA,SP,3511706
3511904,CLEMENTINA,SP,3511904
3512001,COLINA,SP,3512001
3512100,COLOMBIA,SP,3512100
3512308,CONCHAS,SP,3512308
3512407,CORDEIROPOLIS,SP,3512407
3512605,MACEDO,SP,3512605
3512704,CORUMBATAI,SP,3512704
3512803,COSMOPOLIS,SP,3512803
3512902,COSMORAMA,SP,3512902
3513009,COTIA,SP,3513009
3513108,CRAVINHOS,SP,3513108
3513207,CRISTAIS PAULISTA,SP,3513207
3513306,CRUZALIA,SP,3513306
3513405,CRUZEIRO,DF,3513405
3513405,CRUZEIRO,SP,3513405
3513504,CUBATAO,SP,3513504
3513702,DESCALVADO,SP,3513702
3513801,DIADEMA,SP,3513801
3513900,DIVINOLANDIA,SP,3513900
3514106,DOIS CORREGOS,SP,3514106
3514205,DOLCINOPOLIS,SP,3514205
3514304,DOURADO,SP,3514304
3514403,DRACENA,SP,3514403
3514502,DUARTINA,SP,3514502
3514700,ECHAPORA,SP,3514700
3514809,ELDORADO,SP,3514809
3514908,ELIAS FAUSTO,SP,3514908
3514924,ELISIARIO,SP,3514924
3514957,EMBAUBA,SP,3514957
3515004,EMBU,SP,3515004
3515103,EMBU GUACU,SP,3515103
3515152,COELHO,SP,3515152
3515186,ESPIRITO SANTO DO PINHAL,SP,3515186
3515202,ESTRELA D OESTE,SP,3515202
3515400,FARTURA,SP,3515400
3515509,FERNANDOPOLIS,SP,3515509
3515707,FERRAZ DE VASCONCELOS,SP,3515707
3515905,FLOREAL,SP,3515905
3516002,FLORIDA PAULISTA,SP,3516002
3516101,FLORINEA,SP,3516101
3516200,FRANCA,SP,3516200
3516309,FRANCISCO MORATO,SP,3516309
3516408,FRANCO DA ROCHA,SP,3516408
3516507,GABRIEL MONTEIRO,SP,3516507
3516606,GALIA,SP,3516606
3516705,GARCA,SP,3516705
3516804,GASTAO VIDIGAL,SP,3516804
3516903,SALGADO,SP,3516903
3517000,GETULINA,SP,3517000
3517109,GLICERIO,SP,3517109
3517406,GUAIRA,SP,3517406
3517505,GUAPIACU,SP,3517505
3517604,GUAPIARA,SP,3517604
3517703,GUARA,SP,3517703
3517802,GUARACAI,SP,3517802
3517901,GUARACI,SP,3517901
3518008,GUARANI D OESTE,SP,3518008
3518107,GUARANTA,SP,3518107
3518206,GUARARAPES,PE,3518206
3518206,GUARARAPES,SP,3518206
3518305,GUARAREMA,SP,3518305
3518404,GUARATINGUETA,SP,3518404
3518503,GUAREI,SP,3518503
3518602,GUARIBA,SP,3518602
3518701,GUARUJA,SP,3518701
3518800,GUARULHOS,SP,3518800
3518859,GUATAPARA,SP,3518859
3518909,GUZOLANDIA,SP,3518909
3519006,HERCULANDIA,SP,3519006
3519055,HOLAMBRA,SP,3519055
3519071,HORTOLANDIA,SP,3519071
3519105,IACANGA,SP,3519105
3519204,IACRI,SP,3519204
3519303,IBATE,SP,3519303
3519402,IBIRA,SP,3519402
3519501,IBIRAREMA,SP,3519501
3519600,IBITINGA,SP,3519600
3519709,IBIUNA,SP,3519709
3519808,ICEM,SP,3519808
3519907,IEPE,SP,3519907
3520004,IGARACU DO TIETE,SP,3520004
3520103,IGARAPAVA,SP,3520103
3520301,IGUAPE,SP,3520301
3520400,ILHABELA,SP,3520400
3520442,ILHA SOLTEIRA,SP,3520442
3520509,INDAIATUBA,SP,3520509
3520707,INDIAPORA,SP,3520707
3520905,IPAUCU,SP,3520905
3521101,IPEUNA,SP,3521101
3521309,IPUA,SP,3521309
3521408,IRACEMAPOLIS,SP,3521408
3521507,IRAPUA,SP,3521507
3521606,IRAPURU,SP,3521606
3521705,ITABERA,SP,3521705
3521804,ITAI,SP,3521804
3521903,ITAJOBI,SP,3521903
3522109,ITANHAEM,SP,3522109
3522208,ITAPECERICA DA SERRA,SP,3522208
3522307,ITAPETININGA,SP,3522307
3522406,ITAPEVA,SP,3522406
3522505,ITAPEVI,SP,3522505
3522604,ITAPIRA,SP,3522604
3522703,ITAPOLIS,SP,3522703
3522802,ITAPORANGA,SP,3522802
3522901,ITAPUI,SP,3522901
3523107,ITAQUAQUECETUBA,SP,3523107
3523305,ANA DIAS,SP,3523305
3523305,ITARIRI,SP,3523305
3523404,ITATIBA,SP,3523404
3523503,ITATINGA,SP,3523503
3523602,ITIRAPINA,SP,3523602
3523701,ITIRAPUA,SP,3523701
3523800,ITOBI,SP,3523800
3523909,ITU,SP,3523909
3524006,ITUPEVA,SP,3524006
3524105,ITUVERAVA,SP,3524105
3524204,JABORANDI,SP,3524204
3524303,JABOTICABAL,SP,3524303
3524402,JACAREI,SP,3524402
3524600,JACUPIRANGA,SP,3524600
3524709,JAGUARIUNA,SP,3524709
3524808,JALES,SP,3524808
3524907,JAMBEIRO,SP,3524907
3525003,JANDIRA,SP,3525003
3525102,JARDINOPOLIS,SP,3525102
3525102,JANDINOPOLIS,SP,3525102
3525201,JARINU,SP,3525201
3525300,JAU,SP,3525300
3525409,JERIQUARA,SP,3525409
3525508,JOANOPOLIS,SP,3525508
3525607,JOAO RAMALHO,SP,3525607
3525706,JOSE BONIFACIO,SP,3525706
3525904,JUNDIAI,SP,3525904
3526001,JUNQUEIROPOLIS,SP,3526001
3526100,JUQUIA,SP,3526100
3526209,JUQUITIBA,SP,3526209
3526308,LAGOINHA,SP,3526308
3526407,LARANJAL PAULISTA,SP,3526407
3526506,LAVINIA,SP,3526506
3526704,LEME,SP,3526704
3526803,LENCOIS PAULISTA,SP,3526803
3526902,LIMEIRA,SP,3526902
3527108,LINS,SP,3527108
3527207,LORENA,SP,3527207
3527306,LOUVEIRA,SP,3527306
3527405,LUCELIA,SP,3527405
3527900,LUTECIA,SP,3527900
3528007,MACATUBA,SP,3528007
3528106,MACAUBAL,SP,3528106
3528205,MACEDONIA,SP,3528205
3528304,MAGDA,SP,3528304
3528403,MAIRINQUE,SP,3528403
3528502,MAIRIPORA,SP,3528502
3528601,MANDURI,SP,3528601
3528700,MARABA PAULISTA,SP,3528700
3528809,MARACAI,SP,3528809
3528809,S JOSE DAS LARANJEIRAS,SP,3528809
3528908,MARIAPOLIS,SP,3528908
3529005,MARILIA,SP,3529005
3529104,MARINOPOLIS,SP,3529104
3529203,MARTINOPOLIS,SP,3529203
3529302,MATAO,SP,3529302
3529401,MAUA,SP,3529401
3529609,MERIDIANO,SP,3529609
3529708,MIGUELOPOLIS,SP,3529708
3529807,MINEIROS DO TIETE,SP,3529807
3529906,MIRACATU E DIST OLIV BARROS,SP,3529906
3530003,MIRA ESTRELA,SP,3530003
3530102,MIRANDOPOLIS,SP,3530102
3530201,MIRANTE DO PARANAPANEMA,SP,3530201
3530300,MIRASSOL,SP,3530300
3530508,MOCOCA,SP,3530508
3530607,MOGI DAS CRUZES,SP,3530607
3530706,MOGI GUACU,SP,3530706
3530805,MOGI MIRIM,SP,3530805
3530904,MOMBUCA,SP,3530904
3531100,MONGAGUA,SP,3531100
