CD_TAB_PRECO;NM_TAB_PRECO;TP_TAB_PRECO;ID_ORIGEM
30000000074;ORTOFISIO CLÍNICA MEDICA LTDA - NENHUM;3;
30000000075;GILSON MARTINS - NENHUM;3;
30006350003;COOP. TRAB.MÉD MAFRA/RIONEGRO - NENHUM;3;
30002070021;DR. HOITI OKAMOTO UD. 207 - NENHUM;3;
30002070022;DR. IAN GIMENEZ RIBEIRO UD.207 - NENHUM;3;
30002070023;DR. ALAOR MOTTER JUNIOR UD.207 - NENHUM;3;
30000270058;CLÍNICA ECOVILLE LTDA - NENHUM;3;
30000251110;UGF SERVIÇOS HOSPITALARES - NENHUM;3;
30002070014;DR. ALEXANDRE LUIZ WEBER UD207 - NENHUM;3;
30002070018;DR. GIOVANI ERINEU SCHWINGEL - NENHUM;3;
30000251112;UGF SERVIÇOS DE SAUDE LTDA - NENHUM;3;
30001486005;GELSON NEI VAZ DOS SANTOS - NENHUM;3;
30002070017;DR. EDUARDO RODRIGUES MORAES - NENHUM;3;
6340507;EXCEÇAO PREST -  AMIGO (HOSPITAL 40061);1;
6340511;EXCEÇAO PREST - VD/CO (HOSPITAL 40061);1;
6340526;EXCEÇAO PREST - EST/FUND/NAC (HOSPITAL 40061);1;
30002070019;DR. HAMILTON CEZAR BUSSMANN - NENHUM;3;
30002070020;DR. HANS JOACHIN BARG UD.207 - NENHUM;3;
30000000076;MULTICLIN - NENHUM;3;
30000251114;CVPE CIRURGIA V.P. E. LTDA - NENHUM;3;
30000000088;LABORAT. RUI STIMAMIGLIO UD628 - NENHUM;3;
30000000089;NICOSARINI LABORATÓRIOS UD.628 - NENHUM;3;
30000000090;BIOLAB LAB.PESQ.CLINICAS UD628 - NENHUM;3;
30000251104;OTOCLÍNICA - UD FLORIANOPOLIS - NENHUM;3;
30001484006;SOC BENEF HOSP MARAVILHA UD148 - NENHUM;3;
30000251115;ANSER CLINICA MEDICA S/S - NENHUM;3;
30001980056;FUND MED RUR STO ANTONIO TIMBE - NENHUM;3;
30003006008;SOC HOSP COMU ANNEGRET NEITZKE - NENHUM;3;
30001980057;ASSOC.COMUNIT.SÃO JUDAS TADEU - NENHUM;3;
40002423001;HOSP. UNIVERSITÁRIO - CILINDRO;3;
30003354005;UD JOACABA CLINICA QUIMIO E US - NENHUM;3;
6180626;FISIOTERAPIA- EST/FUND/NAC;1;
6114025203;PREST HOSPITAL 40252 - FUN;1;
6114025204;PREST HOSPITAL 40252 - EST;1;
6114025205;PREST HOSPITAL 40252 - NAC;1;
6114025211;PREST HOSPITAL 40252 - VD/CO;1;
6354012003;PREST HOSPITAL 40120 - FUND;1;
6354012004;PREST HOSPITAL 40120 - EST;1;
6354012005;PREST HOSPITAL 40120 - NAC;1;
6354012011;PREST HOSPITAL 40120 - VD/CO;1;
30000613001;FELIPE CAMARGO RIBEIRO UD 613 - NENHUM;3;
30000251117;CLINICA MERCOSUL UD 25 UGF - NENHUM;3;
30000270059;CAMPOS CLINICA MEDICA S/S LTDA - NENHUM;3;
30014800140;DR LUCIANO MARCOS PEREIRA - NENHUM;3;
30002423015;DR. LEONARDO FAYAD - NENHUM;3;
30003316003;CLINICA ESPAÇO CERTO SS UD.331 - NENHUM;3;
30003316004;CLINICA MEDICA SIERRA SS LTDA - NENHUM;3;
6184008403;PREST HOSPITAL 40084 - FUND;1;
6184008404;PREST HOSPITAL 40084 - EST;1;
30000030654;DAIGNOSTICO VIA IMAGEM UD.613 - NENHUM;3;
30000030003;IMAGEM DEFONSO UD.611 - NENHUM;3;
30000050987;ALLAGE UD.611 - NENHUM;3;
30000050101;CARDIOCLIN CK UD.611 - NENHUM;3;
30000050999;LITOCENTRO CANOINHAS UD.611 - NENHUM;3;
30000030019;CLIN SERRA UD.628 - NENHUM;3;
30001480012;RECURSO PROPRIO UNIMED SMO - NENHUM;3;
30002270021;CENTRO DE LITOTRIPSIA CHAPECÓ - NENHUM;3;
40000270040;GASTROCENTRO UD. 027 - CILINDRO;3;
30000260146;RIGOBERT KRUEGER UD.26 - NENHUM;3;
40000262002;HOSPITAL SANTA ISABEL - CILINDRO;3;
40000000644;SOCIEDADE BEN S CRISTOVAO - CILINDRO;3;
30000000360;ONCOMEDI CLINICA DE ONCOLOGIA - NENHUM;3;
40000250093;CEN ESP DE ONCOLOGIA UD.25 - CILINDRO;3;
30002420100;ANDRE LUIZ ROSSETTO - NENHUM;3;
30002420101;DR. DANILO RENATO DA SILVA - NENHUM;3;
30002420102;DR ELSIO DA SILVA MAFRA - NENHUM;3;
30002420103;EDUARDO FIGUEIREDO PEREIRA - NENHUM;3;
30002420104;DR. CLODOMIR COSME DA SILVA - NENHUM;3;
30000270056;INST.OFTALOG.JLLE CARLO WILLE - NENHUM;3;
6110411;LAB - VD/CO;1;
6110426;LAB - EST/FUND/NAC;1;
50000262002;HOSPITAL SANTA ISABEL - CENTRAL;3;
30000251079;SSC CLIN MED PRIME OFT UD 25 - NENHUM;3;
30002070015;DRA. CARLA CRISTINA JUNG UD207 - NENHUM;3;
6110603;PREST EXCECAO AUDIOMETRIA - FUNDAÇÃO;1;
6110604;PREST EXCECAO AUDIOMETRIA - ESTADUAL;1;
6110605;PREST EXCECAO AUDIOMETRIA - NACIONAL;1;
30000265010;NELSON NOGUEIRA LOUZADA UD.26 - NENHUM;3;
50000000312;ASSOC. PROT MATERNIDA/INFANCIA - CENTRAL;3;
30002070016;DR. DANIEL JOAQUIM COUTINHO - NENHUM;3;
6180303;CRED-FUND;1;
6180304;CRED-EST;1;
6180305;CRED-NAC;1;
6180903;COOP/PREST-FUND-NI;1;
6180904;COOP/PREST-EST-NI;1;
30002423014;CLÍNICA DE ESPORTE ITAJAÍ LTDA - NENHUM;3;
30000051051;AMBULATRIO RIOMAFRA - NENHUM;3;
30000251116;CLINICA SÃO VICENTE S/S LTDA - NENHUM;3;
6184008405;PREST HOSPITAL 40084 - NAC;1;
6184008411;PREST HOSPITAL 40084 - VD/CO;1;
6184008503;PREST HOSPITAL 40085 - FUND;1;
6184008504;PREST HOSPITAL 40085 - EST;1;
6184008505;PREST HOSPITAL 40085 - NAC;1;
6184008511;PREST HOSPITAL 40085 - VD/CO;1;
6184082403;PREST HOSPITAL 40824 - FUND;1;
6184082404;PREST HOSPITAL 40824 - EST;1;
6184082405;PREST HOSPITAL 40824 - NAC;1;
6184082411;PREST HOSPITAL 40824 - VD/CO;1;
30000000077;CLIN JARAGUAENSE DERMAT.OTORRI - NENHUM;3;
30000051045;CLINICA RODRIGUES KOEFENDER627 - NENHUM;3;
30000051046;CIRGIPED SERV.CIRURGIA (UD627) - NENHUM;3;
30000050955;CLINICA ODONT STA MARIA UD627 - NENHUM;3;
30000265018;MARIANA SCHMIDT KREIBICH - NENHUM;3;
30003006009;HOSPITAL BOM JESUS - NENHUM;3;
50003006009;HOSPITAL BOM JESUS - CENTRAL;3;
30002500961;SOS ORTOP STA MONICA FILIAL 25 - NENHUM;3;
6274004803;PREST HOSPITAL 40048 - FUND;1;
6274004804;PREST HOSPITAL 40048 - EST;1;
6274004805;PREST HOSPITAL 40048 - NAC;1;
6274004811;PREST HOSPITAL 40048 - VD/CO;1;
6134011103;PREST HOSPITAL 40111 - FUND;1;
6134011104;PREST HOSPITAL 40111 - EST;1;
6134011105;PREST HOSPITAL 40111 - NAC;1;
6134011111;PREST HOSPITAL 40111 - VD/CO;1;
30002500962;OLARIS ESPECIALIDADES I S/S - NENHUM;3;
30001980058;ISEV-UNIDADE NOVA VENEZA - NENHUM;3;
30061150987;ALLAGE CONS. CARDIOLOGICO LTDA - NENHUM;3;
30061150988;CARDIOCLIN CK CARDIOLOGIA DIAG - NENHUM;3;
20000000056;56 - MED: BRASINDICE PF + 18%/ DIETAS, CONTRASTES E INSUMOS PF - MAT: TABELA SIMPRO PF;2;
6134007503;PREST HOSPITAL 40075 - FUND;1;
6134007504;PREST HOSPITAL 40075 - EST;1;
6134007505;PREST HOSPITAL 40075 - NAC;1;
6134007511;PREST HOSPITAL 40075 - VD/CO;1;
6274004303;PREST HOSPITAL 40043 - FUND;1;
6274004304;PREST HOSPITAL 40043 - EST;1;
6274004305;PREST HOSPITAL 40043 - NAC;1;
6274004311;PREST HOSPITAL 40043 - VD/CO;1;
6274083403;PREST HOSPITAL 40834 - FUN;1;
6274083404;PREST HOSPITAL 40834 - EST;1;
6274083405;PREST HOSPITAL 40834 - NAC;1;
6274083411;PREST HOSPITAL 40834 - VD/CO;1;
30000251019;CLIN DA PELE UD.25 - NENHUM;3;
30002270022;MMS SERVICOS MEDICOS S/S LTDA - NENHUM;3;
30000016106;MANUELA TATSUKO SATAKE UD.331 - NENHUM;3;
30000300587;CBM CENTRO BIOMEDICO LTDA UD25 - NENHUM;3;
30000300650;CLIN NEUROLOGICA DR MATTOSINHO - NENHUM;3;
6134010903;PREST HOSPITAL 40109 - FUND;1;
6134010904;PREST HOSPITAL 40109 - EST;1;
6134010905;PREST HOSPITAL 40109 - NAC;1;
6134010911;PREST HOSPITAL 40109 - VD/CO;1;
20000000057;57 - MED: BRASINDICE PF + 20%, DIETA-CONTRASTE PF/ MAT: TABELA UNIMED;2;
6280303;CRED-FUND;1;
6280304;CRED-EST;1;
6280305;CRED-NAC;1;
6280311;CRED-VD/CO;1;
20000000058;58 - MEDICAMENTOS: PF + 20% ICMS 17%/ MATERIAIS: SIMPRO PF - INTERCÂMBIO NACIONAL;2;
20000000059;59 - MEDICAMENTOS: PF + 20% ICMS 18% E GENÉRICOS ICMS 12%/ MATERIAIS: SIMPRO PF - INTERCÂMBIO NACION;2;
30010000012;ONKOLOGICA CLIN MEDICA UD198 - NENHUM;3;
30002214000;HOSP CARID SR BOM JESUS PASSOS - NENHUM;3;
30002215003;HOSPITAL SANTO ANTONIO UD. 221 - NENHUM;3;
30000000635;CLINICA DE HEMODIÁLISE VIDEIRA - NENHUM;3;
30000913542;ANDRE BOSS DEMO UD.634 - NENHUM;3;
30000221001;FRANCISCO RIBAS MARCONATO - NENHUM;3;
30000242001;GERSON LUIZ DE OLIVEIRA UD.242 - NENHUM;3;
6354002603;PREST HOSPITAL 40026 -FUND;1;
6354002604;PREST HOSPITAL 40026 - EST;1;
6354002605;PREST HOSPITAL 40026 - NAC;1;
6354002611;PREST HOSPITAL 40026 - VD/CO;1;
20000000060;MATERIAL;2;
6134011003;PREST HOSPITAL 40110 - FUND;1;
6134011004;PREST HOSPITAL 40110 - EST;1;
6134011005;PREST HOSPITAL 40110 - NAC;1;
6134011011;PREST HOSPITAL 40110 - VD/CO;1;
6224010331;PREST HOSITAL 40103 - COOPERAVISU;1;
6224010531;PREST HOSPITAL 40105 - COOPERAVISU;1;
6274004503;PREST HOSPITAL 40045 - FUND;1;
6274004504;PREST HOSPITAL 40045 - EST;1;
6274004505;PREST HOSPITAL 40045 - NAC;1;
6274004511;PREST HOSPITAL 40045 - VD/CO;1;
6274004603;PREST HOSPITAL 40046 - FUND;1;
6274004604;PREST HOSPITAL 40046 - EST;1;
6274004605;PREST HOSPITAL 40046 - NAC;1;
6274004611;PREST HOSPITAL 40046 - VD/CO;1;
6274004703;PREST HOSPITAL 40047 - FUND;1;
6274004704;PREST HOSPITAL 40047 - EST;1;
6274004705;PREST HOSPITAL 40047 - NAC;1;
6274004711;PREST HOSPITAL 40047 - VD/CO;1;
6274082103;PREST HOSPITAL 40821 - FUND;1;
6274082104;PREST HOSPITAL 40821 - EST;1;
6274082105;PREST HOSPITAL 40821 - NAC;1;
6274082111;PREST HOSPITAL 40821 - VD/CO;1;
30025300017;MEDSOM DIAG. MÉDICOS LTDA UD25 - NENHUM;3;
30061150999;LITOCENTRO CANOINHAS SS LTDA - NENHUM;3;
30000050139;CLINICA HEMODIALISE CTIBANOS - NENHUM;3;
30000040837;ASSOC FRAIBURGENSE SAUDE UD622 - NENHUM;3;
30014800158;CLINICA DR HUGO CHUNEMANN - NENHUM;3;
40000250001;HOSPITAL CARIDADE - CILINDRO;3;
30000010140;CLINICA EXCELENC OFTALMO PAULO - NENHUM;3;
30000040047;HOSPITAL SAO LUCAS UD.627 - NENHUM;3;
30002650010;DR. JOAO GERALDO CORREA - NENHUM;3;
30002650011;CARLA DAGOSTINI - NENHUM;3;
30000013575;MARCELO KURZ SIQUEIRA UD634 - NENHUM;3;
30000050908;CLINICA MARC S/S LTDA UD634 - NENHUM;3;
30001480016;DR NABIL MOUSA YASIN - NENHUM;3;
30050156969;AD BRUNS CLIN MEDICA UD26 - NENHUM;3;
30050156970;NASO CLINICA BLUMENAU - NENHUM;3;
30050156993;OTORHINVS BLUMENAU - NENHUM;3;
30050156995;FEMME CLINICA SAUDE UD.26 - NENHUM;3;
6224010703;PREST HOSPITAL 40107 - FUND;1;
6224010704;PREST HOSPITAL 40107 - EST;1;
6224010705;PREST HOSPITAL 40107 - NAC;1;
6224010711;PREST HOSPITAL 40107 - VD/CO;1;
30000000444;CLINICA WINCK - UD.622 - NENHUM;3;
30000000440;CLINICA CLIMED - UD 622 - NENHUM;3;
30000000441;CLINICA MEDICA IESHE UD.622 - NENHUM;3;
40000000439;HOSPITAL SAO LUCAS UD 622 - CILINDRO;3;
30000000340;LITOCENTER UD CURITIBANOS - NENHUM;3;
30000000308;INST EDUC VIDA - FRAIBURGO - NENHUM;3;
40000000308;INST EDUC VIDA - FRAIBURGO - CILINDRO;3;
30000260142;CLINICA SANTA AGATHA LTDA UD26 - NENHUM;3;
20000000041;41 - TABELA HOSP NOSSA SRA. DA CONCEIÇÃO;2;
1050;TABELA INTERCAMBIO REF - UD JOAÇABA/UNOESC;1;
1052;TABELA INTERCAMBIO APT - UD JOAÇABA/UNOESC;1;
30000260144;DRA PATRICIA KAESTNER UD.26 - NENHUM;3;
40000260127;DRA. SANDRA AYMI AZEVEDO - CILINDRO;3;
20000000044;44 - MED: BRASINDICE PF + 20%, DIETA PF/ MAT: TABELA SIMPRO - 25%;2;
30001980055;DR HENRIQUE DORNB. DE CAMPOS - NENHUM;3;
30006287440;DR FELIPE TRENTIN NEVES - NENHUM;3;
30000260155;ORTHO VALE CLIN.ORTOPEDICA 026 - NENHUM;3;
40000250096;SOS ORTOPEDIA STA MONICA UD.25 - CILINDRO;3;
40000251093;AR CLIN.DOENÇA PULMÃO/RESPIRAÇ - CILINDRO;3;
6130103;COOP-FUND;1;
6130104;COOP-EST;1;
6180103;COOP-FUN;1;
6180104;COOP-EST;1;
6180105;COOP-NAC;1;
30000000092;LABORAT UD635 TX COLETA CH0,22 - NENHUM;3;
30000251091;NEUROMED - NENHUM;3;
40000000342;FALTA DESCRIÇÃO - CILINDRO;3;
50000250072;CLIMED UD.25 - CENTRAL;3;
30000207009;CLÍNICA OTOCLIN PLANALTO NORTE - NENHUM;3;
30002070011;DR LEANDRO P. BAZZANEZE UD.207 - NENHUM;3;
30002070012;DR MARCO AURELIO T. CASTRO JR - NENHUM;3;
30002070013;DR RICARDO YAMAMOTO UD.207 - NENHUM;3;
30002420061;HIPOCRATES SERV MED - LITORAL - NENHUM;3;
40003354001;HOSPITAIS UNIMED JOAÇABA 1 - CILINDRO;3;
40003356001;HOSPITAIS UNI.JOAÇABA 2 - CILINDRO;3;
30002423002;DERMOCLIN CLINICA DA PELE(242) - NENHUM;3;
30002210021;FAHECE TUBARAO - NENHUM;3;
6280611;FISIO - VD/CO;1;
6280629;FISIO - EST/FUND/NAC/COOPERAVISU;1;
6110607;PREST CLINICA INTERCAMBIO ESTADUAL;1;
6110608;PREST CLINICA FUNDAÇÃO;1;
6110612;PREST CLINICA INTERCAMBIO NACIONAL;1;
30000266001;DR ARNONI U CALDART BNU - NENHUM;3;
30002423011;JOAO CARLOS SCHLEDER - NENHUM;3;
30002423012;DEODATO CESAR CASAS - NENHUM;3;
30000265011;JOÃO GERALDO CORREA - NENHUM;3;
30000265012;CLINICA LOGOCKI - NENHUM;3;
30000265013;GERALDO A DA SILVA - NENHUM;3;
30000265014;CENTRO C MED NUCLEAR S/S LTDA - NENHUM;3;
30000265015;CARLA DAGOSTIM - NENHUM;3;
30000265016;CLINICA BUENO ORTOPEDIA - NENHUM;3;
20000000048;48 - MEDICAMENTOS: PF + 20% ICMS 12%/ MATERIAIS: SIMPRO PF - INTERCÂMBIO ESTADUAL;2;
20000000049;49 - MEDICAMENTOS: PF + 20% ICMS 17%/ MATERIAIS: SIMPRO PF - INTERCÂMBIO ESTADUAL;2;
20000000050;50 - MEDICAMENTOS: PF + 20% ICMS 18%/ MATERIAIS: SIMPRO PF - INTERCÂMBIO ESTADUAL;2;
20000000051;51 - MEDICAMENTOS: PF + 20% ICMS 19%/ MATERIAIS: SIMPRO PF - INTERCÂMBIO ESTADUAL;2;
20000000052;52 - MEDICAMENTOS: PF + 20% ICMS 12%/ MATERIAIS: SIMPRO PF - INTERCÂMBIO NACIONAL;2;
20000000053;53 - MEDICAMENTOS: PF + 20% ICMS 17%/ MATERIAIS: SIMPRO PF - INTERCÂMBIO NACIONAL;2;
20000000054;54 - MEDICAMENTOS: PF + 20% ICMS 18%/ MATERIAIS: SIMPRO PF - INTERCÂMBIO NACIONAL;2;
20000000055;55 - MEDICAMENTOS: PF + 20% ICMS 19%/ MATERIAIS: SIMPRO PF - INTERCÂMBIO NACIONAL;2;
30000251111;CENTRO CATARINENSE DE RETINA - NENHUM;3;
6114002703;PREST HOSPITAL 40027- FUND;1;
6114002704;PREST HOSPITAL 40027 - EST;1;
6114002705;PREST HOSPITAL 40027 - NAC;1;
6114002711;PREST HOSPITAL 40027 - VD/CO;1;
6224010111;PREST HOSPITAL 40101 - VD/CO;1;
6224010126;PREST HOSPITAL 40101 - EST/NAC/FUND;1;
6224010131;PREST HOSPITAL 40101 - COOPERAVISU;1;
30001480015;ASSOCIAÇÃO HOSPITALAR MONDAI - NENHUM;3;
30063551095;CENTRO T C U M LTDA - RIOMAFRA - NENHUM;3;
30000051028;CLIN DE OLHOS FURLANETTO UD627 - NENHUM;3;
30000260165;OCULAR LASER BLUNEMAU S/S EPP - NENHUM;3;
30000260166;CENTRO OTORRINO CIRURG BLUMENA - NENHUM;3;
6284005703;PREST HOSPITAL 40057 - FUND;1;
6284005704;PREST HOSPITAL 40057 - EST;1;
6284005705;PREST HOSPITAL 40057 - NAC;1;
6284005711;PREST HOSPITAL 40057 - VD/CO;1;
6284005731;PREST HOSPITAL 40057 - COOPERAVISU;1;
6224010203;PREST HOSPITAL 40102 - FUND;1;
6224010204;PREST HOSPITAL 40102 - EST;1;
6224010205;PREST HOSPITAL 40102 - NAC;1;
6224010211;PREST HOSPITAL 40102 - VD/C0;1;
6224010231;PREST HOSPITAL 40102 - COOPERAVISU;1;
6224010303;PREST HOSPITAL 40103 - FUND;1;
6224010304;PREST HOSPITAL 40103 - EST;1;
6224010305;PREST HOSPITAL 40103 - NAC;1;
6224010311;PREST HOSPITAL 40103 - VD/CO;1;
6224010503;PREST HOSPITAL 40105 - FUND;1;
6224010504;PREST HOSPITAL 40105 - EST;1;
6224010505;PREST HOSPITAL 40103 - NAC;1;
6224010511;PREST HOSPITAL 40103 - VD/CO;1;
6224010603;PREST HOSPITAL 40106 - FUND;1;
6224010604;PREST HOSPITAL 40106 - EST;1;
6224010605;PREST HOSPITAL 40106 - NAC;1;
6224010611;PREST HOSPITAL 40106 - VD/CO;1;
6224010631;PREST HOSPITAL 40106 - COOPERAVISU;1;
6354012303;PREST HOSPITAL 40123 - FUND;1;
6354012304;PREST HOSPITAL 40123 - EST;1;
6354012305;PREST HOSPITAL 40123 - NAC;1;
6354012311;PREST HOSPITAL 40123 - VD/CO;1;
6224010731;PREST HOSPITAL 40107 - COOPER;1;
30003006010;CENTRO CLINICO EUGENIO BACHLE - NENHUM;3;
6224083703;PREST HOSPITAL 40837 - FUND;1;
6224083704;PREST HOSPITAL 40837 - EST;1;
6224083705;PREST HOSPITAL 40837 - NAC;1;
6224083711;PREST HOSPITAL 40837 - VD/CO;1;
6224083731;PREST HOSPITAL 40837 - COOPER;1;
30002500963;SIANEST SERVIÇOS INTEGRADOS - NENHUM;3;
30000026018;CLINICA COC FILIAL - BNU - NENHUM;3;
6134002303;PREST HOSPITAL 40023 - FUND;1;
6134002304;PREST HOSPITAL 40023 - EST;1;
6134002305;PREST HOSPITAL 40023 - NAC;1;
6134002311;PREST HOSPITAL 40023 - VD/CO;1;
6134081903;PREST HOSPITAL 40023 - FUND;1;
6134081904;PREST HOSPITAL 40023 - EST;1;
6134081905;PREST HOSPITAL 40023 - NAC;1;
6134081911;PREST HOSPITAL 40023 - VD/CO;1;
30000050990;BASSANI E SILVA S M LTDA ME - NENHUM;3;
30001980059;LUANA BOEIRA ROCHA - NENHUM;3;
30001980060;TATIANE WATANABE - NENHUM;3;
30000265019;ARNONI ULISSES CALDART - NENHUM;3;
30000000078;DRA. DANIELA BELIA SILVA UD634 - NENHUM;3;
30000265020;CLINICA DELORENZO UD 026 - NENHUM;3;
30000265021;CLINICA DE UROL. BLUMENUA UD26 - NENHUM;3;
40000040837;ASSOC FRAIBURGENSE SAUDE UD622 - CILINDRO;3;
30000025009;CORIS CARDIOLOGIA SERV MED 25 - NENHUM;3;
6283065703;PREST CLINICA 30657 - FUND;1;
6283065704;PREST CLINICA 30657 - EST;1;
6283065705;PREST CLINICA 30657 - NAC;1;
6283065711;PREST CLINICA 30657 - VD/CO;1;
6283065731;PREST CLINICA 30657 - COOPER;1;
6355094428;PREST-VD/CO/EST/SC/FUND/NAC;1;
6355096928;PREST-VD/CO/EST/SC/FUND/NAC;1;
30000020321;DRA FATIMA SETOMI NISHIMORI - NENHUM;3;
30000026522;THIAGO BRANCO SONEGO BNU026 - NENHUM;3;
30001980061;LUCAS EMANUEL GAVA BURIGO - NENHUM;3;
6110112;COOP-EXCEÇÃO UCO;1;
30000051101;M H CLINICA MEDICA - NENHUM;3;
1040;CASAN - CONTRATO CO;1;
30026455683;THOR GOMES SCHMIDT - NENHUM;3;
30026456310;ELIANE LANDO E SILVA UD.26 - NENHUM;3;
30000627002;CLIN BERNARDI ONCOLOGIA - NENHUM;3;
30026459627;DI PELLE DERMOT.INTEGRADA UD26 - NENHUM;3;
30002423016;CLIN OTORRINO AVANÇADA LTDA - NENHUM;3;
30002609111;GERALDO ALVES DA SILVA UD.26 - NENHUM;3;
30000148000;BRUNO VINICIUS DUARTE NEVES - NENHUM;3;
30002609264;CARLOS SAMUEL MICELI COLMAN - NENHUM;3;
30001980019;DRA FERNANDA PIOVESAN LEMOS - Nenhum;3;
30001980020;DRA SARITA CARDOSO UD 198 - Nenhum;3;
30001980021;DRA MARION P R STEINER UD 198 - Nenhum;3;
30001980022;DR PAULO ROBERTO AMANTE UD 198 - Nenhum;3;
30001980023;DR ADROALDO LUIZ APOLINARIO - Nenhum;3;
30001980024;DRA ANGELA L S BRAGA UD 198 - Nenhum;3;
30001980025;BEATRIZ C DE F MARTIGNAGO 198 - Nenhum;3;
30001980026;CLARISSA B BERTI NUNES UD 198 - Nenhum;3;
30001980027;DR GUSTAVO PAZINI BORTOLUZZI - Nenhum;3;
30001980028;DRA KARLA I C CERETTA UD 198 - Nenhum;3;
30001980029;DRA LILIANE R P ALTHOFF UD 198 - Nenhum;3;
30001980030;DRA LUUDMILA MARIOT VIEIRA - Nenhum;3;
30001980031;DR LUIZ F DE O BLANCO UD 198 - Nenhum;3;
30001980032;DR MANOEL NUNES DE TORRES - Nenhum;3;
30001980033;DR MARCELO RIGATTI UD 198 - Nenhum;3;
30001980034;DRA MIRIAN TEREZA ZANETTE 198 - Nenhum;3;
30001980035;DR NAGE MOUNZER UD 198 - Nenhum;3;
30001980037;DR HELIO TEIXEIRA UD 198 - Nenhum;3;
30001980038;DR PEDRO JOAO SNOEYER UD 198 - Nenhum;3;
30001980039;DR RENATO BEZ BATTI UD 198 - Nenhum;3;
30001980040;DR ROZENIR RAMOS UD 198 - Nenhum;3;
30001980041;DR FABRICIO DOMINGOS ROCHA 198 - Nenhum;3;
30001980042;HEMATO CLINICA LTDA - Nenhum;3;
30001980043;ODILMAR MONTEIRO ULTRASSONO - Nenhum;3;
30001980045;CTC - CENTRO DE TRAT DE CALCU - Nenhum;3;
30001980046;URC UNIDADE RADIOLOGIA CRICIUM - Nenhum;3;
30002070001;CLÍNICA DA VISÃO HADDAD - Nenhum;3;
30002070002;CLÍNICA DA MULHER - Nenhum;3;
30002070003;CEMOX - CENTRO MED. OXFORD - Nenhum;3;
30002070004;ONCOCLÍNICA JARAGUÁ LTDA - Nenhum;3;
30002070005;CLÍNICA RIM & VIDA S/C LTDA - Nenhum;3;
30002070006;CLIN. VITALITE DERM. UD. 207 - Nenhum;3;
30002070007;CLIN FRAT. PLAN. NORTE UD. 207 - Nenhum;3;
30002070008;ALGUNS MÉDICOS UD. PLAN. NORTE - Nenhum;3;
30002070009;CONSULTORIO UNIMED UD 207 - Nenhum;3;
30002070010;CONSULTORIO UNIMED RN UD207 - Nenhum;3;
30002073001;SOC. MÃE DIVINA PROVIDENCIA - Nenhum;3;
30002074001;FUND HOSP. RIO NEGRINHO E IEAS - Nenhum;3;
30002074002;IEAS HOSP SALVAT S LUIZ UD 207 - Nenhum;3;
30002200001;CENTRO HEMOD PLAN CAT UD.220 - Nenhum;3;
30002200002;HEMOSC UD. 220 - Nenhum;3;
30002200003;LE SANTE UD 220 - Nenhum;3;
30002200004;DR. DECIO DA F RIBEIR0 UD 220 - Nenhum;3;
30002200005;DRA. ELIZABETE A PRESTES UD220 - Nenhum;3;
30002200006;CLINI RIM UD 220 - Nenhum;3;
30002200007;INTERVIR - ENDOCLINICA UD 220 - Nenhum;3;
30002200008;DR ALVARO C KRAEMER UD 220 - Nenhum;3;
30002200009;DR ANTONIO CARLOS KOECHE UD220 - Nenhum;3;
30002200010;CENTRO DIAG AP DIGEST UD 220 - Nenhum;3;
30002200011;INSTITUTO DE ENDOSCOPIA UD 220 - Nenhum;3;
30002201001;INSTITUTO CATARINENSE UD 220 - Nenhum;3;
30002203001;SEC. DE ESTADO DE SAÚDE UD.221 - Nenhum;3;
30002203002;HOSP. CAR. N.S. PRAZERES UD220 - Nenhum;3;
30002203003;HOSP. INF. SEARA DO BEM UD.220 - Nenhum;3;
30002204001;HOSP. UNIMED LAGES 2 - Nenhum;3;
30002204002;HOSP BERMIRO SAG. E OUTROS - Nenhum;3;
30002204003;HOSP. FREI ROGÉRIO UD.220 - Nenhum;3;
30002205001;HOSP. UNIMED LAGES 3 - Nenhum;3;
30002206001;ORTHOS CLIN FRATURA - LAGES - Nenhum;3;
30002207001;CLINITRAUMA ORT - LAGES - Nenhum;3;
30002208001;GASPAR CLINICAS - LAGES - Nenhum;3;
30002208002;EDUARDO JOSE - LAGES - Nenhum;3;
30002209001;OFTALMOLOGIA LAGES - Nenhum;3;
30002210001;CLÍNICA PRO VIDA - Nenhum;3;
30002210002;CARDIO IMAGEM UD. 221 - Nenhum;3;
30002210003;CARDIO CENTRO DIAG UD.221 - Nenhum;3;
30002210004;CLIN ORTOP TUBARAO UD. 221 - Nenhum;3;
30002210005;CLINICA ESP MEDICAS UD. 221 - Nenhum;3;
30002210006;CLÍN MÉD. MARCONATO UD. 221 - Nenhum;3;
30002210008;DR. PLINIO L GOMIDE UD. 221 - Nenhum;3;
30002210009;UD. LEONARDO DELPIZZO UD.221 - Nenhum;3;
30002210010;DR. ZENO ALANO VIEIRA UD. 221 - Nenhum;3;
30002210011;DR. RENATO F JOAO UD.221 - Nenhum;3;
30002210012;DR. IRANI V ALBERTON JR UD 221 - Nenhum;3;
30002210013;DR. RICARDO SILVA LEAL UD. 221 - Nenhum;3;
30002210014;DR. JULIO C M PAPINI UD.221 - Nenhum;3;
30002210015;PRO ATIVA UD.221 - Nenhum;3;
30002210016;CLINICA DOENÇAS RENAIS UD 221 - Nenhum;3;
